"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Salatiello, E.; Vespoli, S.; Guizzi, G.; Grassi, A.","Salatiello, Emma (57926003100); Vespoli, Silvestro (57200013194); Guizzi, Guido (57192642528); Grassi, Andrea (55828149363)","57926003100; 57200013194; 57192642528; 55828149363","Long-sighted dispatching rules for manufacturing scheduling problem in Industry 4.0 hybrid approach","2024","Computers and Industrial Engineering","190","","110006","","","0","11","10.1016/j.cie.2024.110006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186537548&doi=10.1016%2Fj.cie.2024.110006&partnerID=40&md5=17c4b0f148531472ee1d19b5cd041bee","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85186537548"
"Lu, S.; Ma, C.; Liu, X.; Pardalos, P.M.","Lu, Shaojun (57200081390); Ma, Chongyao (58733563800); Liu, Xinbao (27170069000); Pardalos, Panos M. (7005330875)","57200081390; 58733563800; 27170069000; 7005330875","Scheduling identical serial-batching machines in the engine manufacturing supply chain by an integrated variable neighborhood search algorithm","2024","Computers and Operations Research","164","","106552","","","0","9","10.1016/j.cor.2024.106552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183147594&doi=10.1016%2Fj.cor.2024.106552&partnerID=40&md5=28ea2b368cf81e3066283e47d1866aea","Article","Final","","Scopus","2-s2.0-85183147594"
"Huang, J.-P.; Gao, L.; Li, X.-Y.","Huang, Jiangping (57211888630); Gao, Liang (56406738100); Li, Xinyu (56021323400)","57211888630; 56406738100; 56021323400","An end-to-end deep reinforcement learning method based on graph neural network for distributed job-shop scheduling problem","2024","Expert Systems with Applications","238","","121756","","","0","62","10.1016/j.eswa.2023.121756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173449143&doi=10.1016%2Fj.eswa.2023.121756&partnerID=40&md5=b079856506d059908f712d0b20417395","Article","Final","","Scopus","2-s2.0-85173449143"
"Serrano-Ruiz, J.C.; Mula, J.; Poler, R.","Serrano-Ruiz, Julio C. (57354419800); Mula, Josefa (57200788653); Poler, Raul (22734966200)","57354419800; 57200788653; 22734966200","Job shop smart manufacturing scheduling by deep reinforcement learning","2024","Journal of Industrial Information Integration","38","","100582","","","0","31","10.1016/j.jii.2024.100582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185201017&doi=10.1016%2Fj.jii.2024.100582&partnerID=40&md5=34b737174989858b5530c40de1242fdc","Article","Final","","Scopus","2-s2.0-85185201017"
"Tian, S.; Zhang, C.; Fan, J.; Li, X.-Y.; Gao, L.","Tian, Shichen (58486679100); Zhang, Chunjiang Jiang (55532751700); Fan, Jiaxin (57215412296); Li, Xinyu (56021323400); Gao, Liang (56406738100)","58486679100; 55532751700; 57215412296; 56021323400; 56406738100","A genetic algorithm with critical path-based variable neighborhood search for distributed assembly job shop scheduling problem","2024","Swarm and Evolutionary Computation","85","","101485","","","0","29","10.1016/j.swevo.2024.101485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183450109&doi=10.1016%2Fj.swevo.2024.101485&partnerID=40&md5=be7e84ad7e811d8859ee928fa06ac557","Article","Final","","Scopus","2-s2.0-85183450109"
"Wang, W.; Li, Q.; Zhu, F.","Wang, Wenle (25932330700); Li, Qilong (58829597900); Zhu, Fuwen (58829598000)","25932330700; 58829597900; 58829598000","Association rules combined fuzzy decision quality control technology in intelligent manufacturing","2024","Intelligent Systems with Applications","21","","200331","","","0","4","10.1016/j.iswa.2024.200331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182912990&doi=10.1016%2Fj.iswa.2024.200331&partnerID=40&md5=2e55b1c780f10fe51bb3107eacf431ed","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85182912990"
"da Silva, D.M.P.; Inoue, R.S.; Kato, E.R.R.","da Silva, Diana Marimoto Prause (58532936900); Inoue, Roberto Santos (24172762700); Kato, Edilson Reis Rodrigues (7102677927)","58532936900; 24172762700; 7102677927","Scheduling choice method for flexible job shop problems using a fuzzy decision maker","2024","Intelligent Systems with Applications","21","","200302","","","0","4","10.1016/j.iswa.2023.200302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178026266&doi=10.1016%2Fj.iswa.2023.200302&partnerID=40&md5=86b08bbba2bb670f457c4d783a1e5dc7","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85178026266"
"Wang, R.; Wang, G.; Sun, J.; Deng, F.; Chen, J.","Wang, Runqing (58304875400); Wang, Gang (57198492845); Sun, Jian (57756608100); Deng, Fang (57204554773); Chen, Jie (35203009200)","58304875400; 57198492845; 57756608100; 57204554773; 35203009200","Flexible Job Shop Scheduling via Dual Attention Network-Based Reinforcement Learning","2024","IEEE Transactions on Neural Networks and Learning Systems","35","3","","3091","3102","0","63","10.1109/TNNLS.2023.3306421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171754780&doi=10.1109%2FTNNLS.2023.3306421&partnerID=40&md5=6438b12836533972992766f450a11620","Article","Final","","Scopus","2-s2.0-85171754780"
"Zhang, K.; Xia, T.; Si, G.; Gebraeel, N.; Wang, D.; Pan, E.; Xi, L.","Zhang, Kaigan (57218863729); Xia, Tangbin (26041248600); Si, Guojin (57206669310); Gebraeel, Nagi Z. (6507259235); Wang, Dong (56342707500); Pan, Ershun (7006567662); Xi, Lifeng (57093169100)","57218863729; 26041248600; 57206669310; 6507259235; 56342707500; 7006567662; 57093169100","A Collaborative Scheduling Algorithm for Real-Time Production and Opportunistic Maintenance Under Cloud Manufacturing Paradigm","2024","IEEE Transactions on Reliability","73","1","","170","185","0","3","10.1109/TR.2023.3311625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171535894&doi=10.1109%2FTR.2023.3311625&partnerID=40&md5=3af447471d28ce9f3f8c41584ec0fb27","Article","Final","","Scopus","2-s2.0-85171535894"
"Ling, L.; Song, Z.-M.; Zhang, X.; Cao, P.-Z.; Wang, X.-Q.; Liu, C.-H.; Liu, M.-Z.","Ling, Llin (35220084600); Song, Zhe Ming (58561413400); Zhang, Xi (58888279400); Cao, Peng Zhou (58561213200); Wang, Xiaoqiao (54794546100); Liu, Conghu (55624256900); Liu, Mingzhou (8914761600)","35220084600; 58561413400; 58888279400; 58561213200; 54794546100; 55624256900; 8914761600","Manufacturing task data chain-driven production logistics trajectory analysis and optimization decision making method","2024","Advances in Manufacturing","12","1","","185","206","0","2","10.1007/s40436-023-00454-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169697723&doi=10.1007%2Fs40436-023-00454-0&partnerID=40&md5=a54d20566434d690b0fc063425e12b45","Article","Final","","Scopus","2-s2.0-85169697723"
"Mahmoodi, E.; Fathi, M.; Tavana, M.; Ghobakhloo, M.; Ng, A.H.C.","Mahmoodi, Ehsan (57200176436); Fathi, Masood (35603113600); Tavana, Madjid (6603702674); Ghobakhloo, Morteza (36141576300); Ng, Amos H.C. (7202763066)","57200176436; 35603113600; 6603702674; 36141576300; 7202763066","Data-driven simulation-based decision support system for resource allocation in industry 4.0 and smart manufacturing","2024","Journal of Manufacturing Systems","72","","","287","307","0","36","10.1016/j.jmsy.2023.11.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183766753&doi=10.1016%2Fj.jmsy.2023.11.019&partnerID=40&md5=d0b6077abbf9f690d10ed6a1ebbb6916","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85183766753"
"Zhang, X.; Ming, X.","Zhang, Xianyu (57207318254); Ming, Xingguo (7005300183)","57207318254; 7005300183","A smart system of Customer- product Interaction Life Cycle (CILC) in industrial Internet era for mass personalization from industrial practice survey: identification, definition, acquisition and parsing","2024","Journal of Intelligent Manufacturing","35","2","","727","756","0","10","10.1007/s10845-022-02070-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146307451&doi=10.1007%2Fs10845-022-02070-4&partnerID=40&md5=32c669cf7a5c61b917eab109ef0a2ef6","Article","Final","","Scopus","2-s2.0-85146307451"
"Modesti, P.; Kobylarz, J.K.; Borsato, M.","Modesti, Paulo H. (57219452061); Kobylarz, Jhonatan (57215684622); Borsato, Milton (57144086700)","57219452061; 57215684622; 57144086700","Artificial intelligence-based method for forecasting flowtime in job shops","2024","VINE Journal of Information and Knowledge Management Systems","54","2","","452","472","0","4","10.1108/VJIKMS-08-2021-0146","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125414044&doi=10.1108%2FVJIKMS-08-2021-0146&partnerID=40&md5=76ce9e19c523b4e306461cb16932f770","Article","Final","","Scopus","2-s2.0-85125414044"
"Wang, Y.; Wang, R.; Sun, J.; Wang, G.","Wang, Yijie (59681759000); Wang, Runqing (58304875400); Sun, Jian (57756608100); Wang, Gang (57198492845)","59681759000; 58304875400; 57756608100; 57198492845","Unified DRL for Enhanced Flexible Job-Shop Scheduling with Transportation Constraints","2024","","","","","877","882","0","0","10.1109/CAC63892.2024.10864691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000759203&doi=10.1109%2FCAC63892.2024.10864691&partnerID=40&md5=f62cbb379512729685ac5e7be81d1c14","Conference paper","Final","","Scopus","2-s2.0-86000759203"
"Shi, J.; Qiao, F.; Ma, Y.; Liu, J.; Wang, J.","Shi, Jiaxuan (57218650105); Qiao, Fei (7005620707); Ma, Yumin (55444191500); Liu, Juan (57214239089); Wang, Junkai (56193328600)","57218650105; 7005620707; 55444191500; 57214239089; 56193328600","Production-Logistics Collaborative Scheduling in Dynamic Flexible Job Shops via Multi-Objective Deep Reinforcement Learning","2024","Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics","","","","5123","5128","0","0","10.1109/SMC54092.2024.10831278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217867109&doi=10.1109%2FSMC54092.2024.10831278&partnerID=40&md5=c24ca104b05f97e2653a69c603248b12","Conference paper","Final","","Scopus","2-s2.0-85217867109"
"Bokor, B.; Seiringer, W.; Altendorfer, A.; Felberbauer, F.","Bokor, Balwin (58893680100); Seiringer, Wolfgang (59148311100); Altendorfer, Klaus (35168479300); Felberbauer, Thomas (55336959700)","58893680100; 59148311100; 35168479300; 55336959700","ENERGY PRICE AND WORKLOAD RELATED DISPATCHING RULE: BALANCING ENERGY AND PRODUCTION LOGISTICS COSTS","2024","Proceedings - Winter Simulation Conference","","","","1681","1692","0","2","10.1109/WSC63780.2024.10838840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217616912&doi=10.1109%2FWSC63780.2024.10838840&partnerID=40&md5=306a9336ea5500d1f5b2f60be4d860ff","Conference paper","Final","","Scopus","2-s2.0-85217616912"
"Xu, K.; Xu, B.; Huang, D.; Wang, C.","Xu, Kai (59141974600); Xu, Binzi (57191205522); Huang, Dengchao (57204418013); Wang, Chun (55899910000)","59141974600; 57191205522; 57204418013; 55899910000","A Rule and Network Dual-Driven Dynamic Scheduling Approach for Complex Flexible Manufacturing Job Shop","2024","","","","","469","473","0","0","10.1109/RCAE62637.2024.10834207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217079892&doi=10.1109%2FRCAE62637.2024.10834207&partnerID=40&md5=2a076e5b73b0a14e6469ddd2af5eeb4c","Conference paper","Final","","Scopus","2-s2.0-85217079892"
"Liefhebber, R.; Veldkamp, G.; Damgrave, R.; Lutters, E.","Liefhebber, Ronald (59486287200); Veldkamp, Galina (59486999300); Damgrave, Roy (35745552100); Lutters, Eric (57224534292)","59486287200; 59486999300; 35745552100; 57224534292","Deriving adequate insights in HMLV manufacturing","2024","Procedia CIRP","130","","","1422","1427","0","2","10.1016/j.procir.2024.10.261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214996112&doi=10.1016%2Fj.procir.2024.10.261&partnerID=40&md5=54dd25987ca77a3645a795ca38c11732","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214996112"
"Liefhebber, R.; Veldkamp, G.; Damgrave, R.; Lutters, E.","Liefhebber, Ronald (59486287200); Veldkamp, Galina (59486999300); Damgrave, Roy (35745552100); Lutters, Eric (57224534292)","59486287200; 59486999300; 35745552100; 57224534292","Deriving adequate insights in HMLV manufacturing","2024","IFAC-PapersOnLine","58","27","","1422","1427","0","0","10.1016/j.procir.2024.10.261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213042559&doi=10.1016%2Fj.procir.2024.10.261&partnerID=40&md5=aa7206c9f4e95a2cfad3314175e3c6b4","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85213042559"
"Sun, D.; Zang, H.","Sun, Daqi (59481859800); Zang, Haijuan (57197812314)","59481859800; 57197812314","Research on the Application of Evolutionary Algorithms Enhanced by Deep Learning in Intelligent Manufacturing Scheduling","2024","","","","","518","525","0","0","10.1109/ICMLCA63499.2024.10754379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212669745&doi=10.1109%2FICMLCA63499.2024.10754379&partnerID=40&md5=fcb8b25946b321ea6bdb5ce6483c772e","Conference paper","Final","","Scopus","2-s2.0-85212669745"
"Alvarez, L.; Avella, L.; Martinez, R.","Alvarez, Lucia (59469378600); Avella, L. (6603000510); Martinez, Ramón (59468860900)","59469378600; 6603000510; 59468860900","Impact and Critical Factors in Heijunka Implementation: An Action Research Study","2024","Journal of Industrial Engineering and Management","17","3","","753","776","0","3","10.3926/JIEM.6292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211760901&doi=10.3926%2FJIEM.6292&partnerID=40&md5=00562d80f80bdedfc5549034dbb0ca4c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85211760901"
"Balamurugan, A.; Sudhakarapandian, S.","Balamurugan, Arunmozhi (58675752700); Sudhakarapandian, Ranjitharamasamy (58498877000)","58675752700; 58498877000","INVESTIGATION OF NON-VALUE-ADDED ACTIVITIES TO REDUCE LEAD TIME IN THE MASS-CUSTOMIZED GLASS PROCESS INDUSTRY","2024","International Journal of Industrial Engineering : Theory Applications and Practice","31","5","","967","1001","0","2","10.23055/ijietap.2024.31.5.9997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207622931&doi=10.23055%2Fijietap.2024.31.5.9997&partnerID=40&md5=ef5b923b125172be96747ac9b96a0dc3","Article","Final","","Scopus","2-s2.0-85207622931"
"Chaker, B.; Ammar, M.H.; Dhouib, D.","Chaker, Bassem (57212138423); Ammar, Mohamed Haykal (44861029000); Dhouib, Diala (35145753800)","57212138423; 44861029000; 35145753800","Multi-objective personnel scheduling problem with multiple qualification and client’s satisfaction: real case","2024","Flexible Services and Manufacturing Journal","","","","","","0","1","10.1007/s10696-024-09570-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207255017&doi=10.1007%2Fs10696-024-09570-w&partnerID=40&md5=0d3980f2133f7ccace42bc5fc7ea174a","Article","aip","","Scopus","2-s2.0-85207255017"
"Zhang, Y.; Qu, T.; Li, M.; Zhang, Z.; Zhang, K.; Hong, Z.; Huang, G.Q.; Chen, Z.","Zhang, Yongheng (59450912700); Qu, Ting (35590322600); Li, Mingxing (57214690333); Zhang, Zhongfei (58607687000); Zhang, Kai (57201512944); Hong, Zhicong (59208742900); Huang, Guo Quan (7403425048); Chen, Zefeng (59446752500)","59450912700; 35590322600; 57214690333; 58607687000; 57201512944; 59208742900; 7403425048; 59446752500","Digital twin-based multi-granularity synchronisation for production-warehousing under batch processing mode","2024","International Journal of Production Research","","","","","","0","9","10.1080/00207543.2024.2408671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205532226&doi=10.1080%2F00207543.2024.2408671&partnerID=40&md5=20e5736a0cbc6e354e08ddcfea012e6e","Article","aip","","Scopus","2-s2.0-85205532226"
"Zhang, X.; Wang, F.; Gong, T.; Li, Y.; Wang, Z.","Zhang, Xueying (57774899700); Wang, Fuyan (58294601500); Gong, Tianyu (57738179700); Li, Yun (57738179600); Wang, Zhe (59837363900)","57774899700; 58294601500; 57738179700; 57738179600; 59837363900","Multi-enterprise Dynamic Task Scheduling Approach for Industrial Internet-of-things","2024","Chinese Control Conference, CCC","","","","2136","2141","0","0","10.23919/CCC63176.2024.10661681","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205496815&doi=10.23919%2FCCC63176.2024.10661681&partnerID=40&md5=70d6651fb5f6b7c61c8414d9ef31f666","Conference paper","Final","","Scopus","2-s2.0-85205496815"
"Cramer, J.; Decraemer, B.; Afzal, M.R.; Kellens, K.","Cramer, Jeroen (57205397965); Decraemer, Bieke (57204893505); Afzal, Muhammad Raheel (55607245400); Kellens, Karel (36997463500)","57205397965; 57204893505; 55607245400; 36997463500","A user-friendly toolkit to select and design multi-purpose grippers for modular robotic systems","2024","Procedia CIRP","127","","","2","7","0","4","10.1016/j.procir.2024.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204084969&doi=10.1016%2Fj.procir.2024.07.002&partnerID=40&md5=4674e752387148acd8d274bb3b135eb9","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85204084969"
