"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Source","EID"
"Bodaghi, G.; Jolai, F.; Rabbani, M.","Bodaghi, Gholamreza (57192714347); Jolai, Fariborz (56218703500); Rabbani, Masoud (57208701862)","57192714347; 56218703500; 57208701862","An integrated weighted fuzzy multi-objective model for supplier selection and order scheduling in a supply chain","2018","51","10.1080/00207543.2017.1400706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034250783&doi=10.1080%2F00207543.2017.1400706&partnerID=40&md5=26e969d5b346e89a96aad2e33fe4dd68","This paper presents a new weighted fuzzy multi-objective model to integrated supplier selection, order quantity allocation and customer order scheduling problem to prepare a responsive and order-oriented supply chain in a make-to-order manufacturing system. Total cost and quality of purchased parts as well as the reliability of on-time delivery of customer orders are regarded as the objectives of the model. On the other hand, flexible suppliers can contribute to the responsiveness and flexibility of entire supply chain in the face of uncertain customer orders. Therefore, a mathematical measure is developed for evaluating the volume flexibility of suppliers and is considered as the other objective of the model. Furthermore, by considering the effect of interdependencies between the selection criteria and to handle inconsistent and uncertain judgments, a fuzzy analytic network process method is used to identify top suppliers and consider as the last objective. In order to optimise these objectives, the decision-maker needs to decide from which supplier to purchase parts needed to assemble the customer orders, how to allocate the demand for parts between the selected suppliers, and how to schedule the customer orders for assembled products over the planning time horizon. Numerical examples are presented and computational analysis is reported. © 2018 Elsevier B.V., All rights reserved.","flexibility; make-to-order manufacturing; order scheduling; order-oriented supply chain; supplier selection","Decision making; Manufacture; Numerical methods; Sales; Scheduling; Supply chains; Customer order scheduling; flexibility; Fuzzy analytic network process; Fuzzy multi-objective model; Make-to-order manufacturing; Order quantity allocations; Order scheduling; Supplier selection; Fuzzy logic","Article","Scopus","2-s2.0-85034250783"
"Wang, S.; Zhang, X.; Xu, W.; Liu, A.; Zhou, Z.; Pham, D.T.","Wang, Shengnan (57202406194); Zhang, Xiaomei (55715410700); Xu, Wenjun (57221159460); Liu, Aiming (56918994400); Zhou, Zude (55538054700); Pham, D. T. (7203009688)","57202406194; 55715410700; 57221159460; 56918994400; 55538054700; 7203009688","Energy-efficient concurrent assessment of industrial robot operation based on association rules in manufacturing","2018","6","10.1109/ICNSC.2018.8361334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048245048&doi=10.1109%2FICNSC.2018.8361334&partnerID=40&md5=f89fdf0fdbe85202dd001178e0e97443","While the manufacturing industry is flourishing, sustainable manufacturing has been highly valued by the world and has gradually become the trend of the manufacturing industry. Because of the high efficiency and high quality operation, the industrial robots (IRs) have been deployed in various industries, and the energy-efficient operation of IRs has become the focus of attention. Among this, the energy-efficient assessment of IRs operation performance can grasp the energy status and the manufacturing capacity during the production process. In addition, there is a close relationship between the production line level and the manufacturing cell level. From the view of manufacturing systems in a job shop, the concurrent assessment of IRs' operation performance will provide the support for the optimization of operation control and scheduling decision making as a whole. This paper proposes an energy-efficient concurrent assessment method for the manufacturing system of IRs based on association rules. A set of concurrent assessment model is established based on the relationship between the IRs production line level and the manufacturing cell level. A mining algorithm is used to mine association rules between the indicators. Furthermore, in order to improve the accuracy of the concurrent assessment, the correlation coefficient based on association rules between the indicators is used to correct the weights. Finally a case study is implemented to demonstrate the feasibility and effectiveness of the proposed method. © 2018 Elsevier B.V., All rights reserved.","association rules; concurrent assessment; energy-efficient manufacturing; industrial robots; operation performance","Association rules; Concurrency control; Decision making; Flexible manufacturing systems; Industrial robots; concurrent assessment; Correlation coefficient; Energy efficient; Energy efficient operations; Manufacturing capacity; Manufacturing industries; Operation performance; Sustainable manufacturing; Energy efficiency","Conference paper","Scopus","2-s2.0-85048245048"
"Jiang, X.; Li, Y.","Jiang, Xiaoyun (55960988900); Li, Yi (57203828335)","55960988900; 57203828335","Improved NSGA-II for the job-shop multi-objective scheduling problem","2018","3","10.23940/ijpe.18.05.p7.891898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048032437&doi=10.23940%2Fijpe.18.05.p7.891898&partnerID=40&md5=1e4109062d65cf338911970ed6d43583","Job-shop scheduling is essential to advanced manufacturing and modern management. In light of the difficulty of obtaining the optimal solution using simple genetic algorithms in the process of solving multi-objective job-shop scheduling problems, with maximum customer satisfaction and minimum makespan in mind, we constructed a multi-objective job-shop scheduling model with factory capacity constraints and propose an improved NSGA-II algorithm. This algorithm not only uses an improved elitism strategy to dynamically update the elite solution set, but also enhances the Pareto sorting algorithm to make density computations more accurate, thereby ensuring population diversity. An example is given to verify that this algorithm can effectively enhance global search capabilities, save computing resources, and lead to a better optimal solution. Using this algorithm for job-shop scheduling optimization oriented towards multi-objective decision-making can provide corporate executives with a scientific quantitative basis for management and decision-making, thereby enhancing their companies’ competitiveness. © 2024 Elsevier B.V., All rights reserved.","Job-shop scheduling; Multi-objective optimization; NSGA-II","Customer satisfaction; Decision making; Genetic algorithms; Job shop scheduling; Optimal systems; Advanced manufacturing; Improved NSGA-II; Job-shop; Job-Shop scheduling; Manufacturing management; Multi-objective job shop scheduling; Multi-objective scheduling problems; Multi-objectives optimization; NSGA-II; Optimal solutions; Multiobjective optimization","Article","Scopus","2-s2.0-85048032437"
"Lorincz, J.","Lorincz, Jim A. (6701857325)","6701857325","Macro economics, micro burrs","2018","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046686956&partnerID=40&md5=935fb1bc6752a7d32da1449e54db4178","The mindset that should accompany decision making about how best to deburr parts should depend on establishing a target for cost per part. Dr. LaRoux Gillespie says that selecting the right deburring approach from the many processes that are available is complicated by the fact that most shops, large and small, may not have as firm a grasp on their deburring cost as they should. Job shops with a high mix of frequently changing part requiraments and contract manufacturers running high volumes of the same or similar parts operate at different ends of the manufacturing spectrum. In addition, shops face deburring choices from among mature processes, each with its own strengths and weaknesses that are being challenged to handle newer, tougher part materials along with the more traditional and familiar steels. lnfonnation about how many parts, their geometries, edge radius requimments, finish, and work materials is needed by both the deburring equipment supplier and the part manufacturer for each to evaluate how effective the deburring solution will be in meeting part quality requimments. © 2018 Elsevier B.V., All rights reserved.","","Decision making; Manufacture; Contract manufacturers; Equipment suppliers; Gillespie; High volumes; Macro-economics; Micro burrs; Part quality; Work material; Deburring","Article","Scopus","2-s2.0-85046686956"
"Faeq, I.F.; Duaimi, M.G.; Sadiq Al-Obaidi, A.T.","Faeq, Ishraq F. (57201885814); Duaimi, Mehdi Gzar (55758521600); Sadiq Al-Obaidi, Ahmed T. (55647541900)","57201885814; 55758521600; 55647541900","An efficient artificial fish swarm algorithm with harmony search for scheduling in flexible job-shop problem","2018","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046347706&partnerID=40&md5=d3149c7ff087a0a302f1555d2b6692b9","Flexible job-shop scheduling problem (FJSP) is one of the instances in flexible manufacturing systems. It is considered as a very complex to control. Hence generating a control system for this problem domain is difficult. FJSP inherits the job-shop scheduling problem characteristics. It has an additional decision level to the sequencing one which allows the operations to be processed on any machine among a set of available machines at a facility. In this article, we present Artificial Fish Swarm Algorithm with Harmony Search for solving the flexible job shop scheduling problem. It is based on the new harmony improvised from results obtained by artificial fish swarm algorithm. This improvised solution is sent to comparison to an overall best solution. When it is the better one, it replaces with the artificial fish swarm solution from which this solution was improvised. Meanwhile the best improvised solutions are carried over to the Harmony Memory. The objective is to minimize a total completion time (makespan) and to make the proposed approach as a portion of the expert and the intelligent scheduling system for remanufacturing decision support. Harmony search algorithm has demonstrated to be efficient, simple and strong optimization algorithm. The ability of exploration in any optimization algorithm is one of the key points. The obtained optimization results show that the proposed algorithm provides better exploitation ability and enjoys fast convergence to the optimum solution. As well, comparisons with the original artificial fish swarm algorithm demonstrate improved efficiency. © 2018 Elsevier B.V., All rights reserved.","Artificial fish swarm algorithm; Flexible job-shop scheduling problem; Harmony search; Makespan","","Article","Scopus","2-s2.0-85046347706"
"Simon, J.; Trojanová, M.; Zbihlej, J.; Sárosi, J.","Simon, János (36053810900); Trojanová, Monika (57199506708); Zbihlej, Jozef (57201431153); Sárosi, József (35312239500)","36053810900; 57199506708; 57201431153; 35312239500","Mass customization model in food industry using industry 4.0 standard with fuzzy-based multi-criteria decision making methodology","2018","37","10.1177/1687814018766776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044744139&doi=10.1177%2F1687814018766776&partnerID=40&md5=b109a5d1dea441abc5b292a9c474606a","This article presents a new model of customized mass production management with Industry 4.0 standards within the food industry. The aim of this article is to develop a method for managing the production line where it is possible to produce an entire spectrum of products without reconfiguring the production line. An illustrative example is the production of fruit yoghurt of various types. The entire life cycle of the product is monitored and documentation of all relevant raw material data is carried out through the production process all the way to product packaging where each product is specifically marked with QR code. A special technique for deciding on optimum maintenance of the production line has been introduced and a multi-criteria decision model has been developed using the fuzzy analytic hierarchy process method where it is possible to achieve a high degree of minimization of maintenance costs. In this work, a fuzzy-based multi-criteria decision making methodology is developed for conceptual design evaluation in the cost reduction in maintenance of mass customization process. For the purposes of monitoring the production process itself, a LabVIEW application was created in the form of a SCADA system. © 2018 Elsevier B.V., All rights reserved.","Fuzzy analytic hierarchy process; industry 4.0; Internet of Things; LabVIEW; mass customization","","Article","Scopus","2-s2.0-85044744139"
"Mosallaeipour, S.; Nejad, M.G.; Shavarani, S.M.; Nazerian, R.","Mosallaeipour, Sam (57193664128); Nejad, Mazyar Ghadiri (57198889162); Shavarani, Seyed Mahdi (56055068500); Nazerian, Ramtin (57200115899)","57193664128; 57198889162; 56055068500; 57200115899","Mobile robot scheduling for cycle time optimization in flow-shop cells, a case study","2018","36","10.1007/s11740-017-0784-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039699175&doi=10.1007%2Fs11740-017-0784-x&partnerID=40&md5=5cb08ec3c2ac660a897184ebd87679ef","The typical production system in carton box production companies is cell-production. These cells normally benefit from a mobile robot which serves the machines according to a given schedule. One of the main problems of such companies is finding the order of robot moves in a way that the time required for completing all jobs is minimized. In the studied case in this research, each cell contains three machines of which, two or three of them might be activated for production process depending on the product type. These machines are equipped with a one-capacitated input and output buffer. Considering the fact that the machines are capable of performing any operation, the assignments of the jobs to them may have several alternatives. The one-capacitated buffers make the robot scheduling more complex as they act as extra stations to be served by the robot (contribute to exponential increase in job assignments permutation). This study aims to deal with this complexity and provide a decision-making toolbox for business owners to determine and employ the best robot moving schedule according to the characteristics of the problem. The mentioned approach significantly contributes to decision-maker’s effective time management and results in adopting a better production scheme for each production cycle. In line with this prospect, this research proposes a sequential part production matrix (SPPM) to determine feasible robot move strategies through which the best scheduling scheme is introduced for different problem configurations. Additionally, a metaheuristic algorithm is proposed to determine the best robot move strategy for cases with more active machines in a cell as manual determination of the robot move strategies becomes exhaustive in such cases. © 2018 Elsevier B.V., All rights reserved.","Cellular manufacturing system; Mobile robot cellular scheduling; Production scheduling; Robot cyclic move","Cells; Cellular manufacturing; Cytology; Decision making; Manufacture; Mobile robots; Production control; Robots; Scheduling; Exponential increase; Input and outputs; Meta heuristic algorithm; Production process; Production Scheduling; Production schemes; Production system; Scheduling schemes; Job shop scheduling","Article","Scopus","2-s2.0-85039699175"
"Niehues, M.; Blum, M.; Teschemacher, U.; Reinhart, G.","Niehues, Michael (56097623500); Blum, Matthias (59800719600); Teschemacher, Ulrich (57188763645); Reinhart, Gunther (7101858932)","56097623500; 59800719600; 57188763645; 7101858932","Adaptive job shop control based on permanent order sequencing: Balancing between knowledge-based control and complete rescheduling","2018","11","10.1007/s11740-017-0780-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036562791&doi=10.1007%2Fs11740-017-0780-1&partnerID=40&md5=698651887d044be6acafdb820b6fb78e","Shop floors organized as job shops are indispensable for many single- and small-series productions with low repetition rates. Due to its high complexity regarding production control, job shop production systems have efficiency disadvantages compared to other forms of organization. This paper presents a new approach for a job shop control system which bases on a deviation-caused, autonomous adaption of the production schedule, aiming at low production costs. © 2018 Elsevier B.V., All rights reserved.","Adaptive control; Algorithm; Decision making; Job shop production","Algorithms; Decision making; Knowledge based systems; Production control; Adaptive Control; Job shop controls; Job shop production; Knowledge-based control; Low repetition rate; Production cost; Production schedule; Small series production; Job shop scheduling","Article","Scopus","2-s2.0-85036562791"
"Olhager, J.; Feldmann, A.","Olhager, Jan (7003965384); Feldmann, Andreas (23099890300)","7003965384; 23099890300","Distribution of manufacturing strategy decision-making in multi-plant networks","2018","41","10.1080/00207543.2017.1401749","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034269733&doi=10.1080%2F00207543.2017.1401749&partnerID=40&md5=960d6fcab1c5cd1492e018a683da6466","This paper is concerned with the manufacturing strategy decision-making structure in multi-plant networks, i.e. how strategic manufacturing decision-making authority is distributed between the network level (i.e. headquarters) and the plant level. We use survey data from 107 manufacturing plants. This research identifies three different structures: centralised at the network headquarter, decentralised to the plant and integrated between central headquarters and the plant. All decision areas follow the same pattern, i.e. full centralisation, full decentralisation or full integration. We do not find any support for that some decisions are centralised while others are decentralised. Product volume and process type are significantly associated with the choice of decision-making structure. In particular, high product volumes are associated with a centralised approach, and a low degree of process flow orientation (such as project manufacturing, job shop and flow shop) is associated with a decentralised approach. The integrated approach is associated with a combination of lower product volumes and higher degrees of flow orientation. Choosing the right decision-making structure for the product and process mix seems to lead to high levels of operational performance. © 2018 Elsevier B.V., All rights reserved.","authority; autonomy; decision categories; exploratory study; manufacturing networks; operations strategy; responsibility; survey research","Industrial research; Job shop scheduling; Manufacture; Surveys; authority; autonomy; Decision categories; Exploratory studies; Manufacturing networks; Operations strategies; responsibility; Survey research; Decision making","Article","Scopus","2-s2.0-85034269733"
"Relich, M.; Pawlewski, P.","Relich, Marcin (56004760100); Pawlewski, Paweł (23036163900)","56004760100; 23036163900","A case-based reasoning approach to cost estimation of new product development","2018","78","10.1016/j.neucom.2017.05.092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021283390&doi=10.1016%2Fj.neucom.2017.05.092&partnerID=40&md5=d3cf745dc8ca539e514ce0eaa739ef83","New product development (NPD) is a crucial process in maintaining a company's competitive position and succeeding in dynamic markets. One of contemporary trends in the global economy is mass customisation that bases on modifications of existing products instead of designing everything anew. The advancement of information technology helps today's enterprises in managing business processes and collecting data in enterprise systems that can be a potential source of information. Specifications of previous products deliver information of design, cost and time of past NPD projects that can be the basis for developing new products. A promising methodology for assisting conceptual product design and monitoring a NPD project is case-based reasoning. This paper is concerned with developing a case-based reasoning approach towards using neural networks to estimate the cost of NPD in one-of-a-kind production companies. © 2017 Elsevier B.V., All rights reserved.","Artificial neural network; Case-based reasoning; Cost estimation; Decision support tool; New product development","Cost benefit analysis; Cost estimating; Costs; Decision support systems; Neural networks; Product design; Product development; Case-based reasoning approaches; Competitive position; Cost estimations; Decision support tools; Enterprise system; Mass customisation; New product development; One-of-a-kind production; Case based reasoning; Article; artificial neural network; commercial phenomena; cost; economic aspect; information technology; marketing; priority journal; problem solving; product development","Article","Scopus","2-s2.0-85021283390"
"Thiagarajan, V.; Dath, T.N.S.; Rajendran, C.","Thiagarajan, Venugopal (57213367623); Dath, T. N.Srikantha (27267593500); Rajendran, Chandrasekharan S. (35568945600)","57213367623; 27267593500; 35568945600","Manufacturing flow time estimation using the model-tree induction approach in a dynamic job shop environment","2018","1","10.1504/IJISE.2018.089747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116245768&doi=10.1504%2FIJISE.2018.089747&partnerID=40&md5=5d935bb986e7a2f2194e5586848174ac","We describe an application of a supervised learning method, namely, model-tree induction, for the estimation of flow time in a dynamic job shop. An attempt is made to incorporate transfer batching as order review and release policy in the simulation model, whereas much of previous research appears to have ignored the order-review and release policy. The computational evaluation performance shows that the prediction accuracy of the model-tree induction method is superior to traditional methods such as total-work-content method and the dynamic-total-work-content method in estimating the flow time. This research work has been carried out with an open-source software in order to demonstrate the use of machine learning tools by the resource-constrained small- and medium-enterprises in their decision making processes. © 2021 Elsevier B.V., All rights reserved.","Data mining; Machine learning; Manufacturing flow time estimation; Model-tree induction; Simulation","Data mining; Decision making; Forestry; Manufacture; Open source software; Open systems; Trees (mathematics); Flow time estimation; Flow-time; Job shop environment; Manufacturing flow; Manufacturing flow time estimation; Model trees; Model-tree induction; Simulation; Total work contents; Tree induction; Machine learning","Article","Scopus","2-s2.0-85116245768"
"Dogan, O.; Cebeci, U.; Oksuz, M.K.","Dogan, Onur (57202924825); Cebeci, Ufuk (6507996031); Oksuz, Mehmet Kursat (57193109262)","57202924825; 6507996031; 57193109262","An intelligent decision support system for SMED and its application in textile industry","2018","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066935940&partnerID=40&md5=55cdc880147295be287563e8addd9005","The new trend is to avoid high-volume batch-and-queue manufacturing to produce small batches with short lead-time due to fluctuation in customer demands. However, producing more products at small batches results in more changeovers. Thus, a rapid changeover provides to be able to manufacture small quantities of the large diversity of customer demands. One of the most common method for changeover time reduction is Single Minute Exchange of Dies (SMED) which is a technique of Lean Manufacturing. The developed prototype intelligent SMED decision support methodology uses the expertise of different experts, professionals and scientific papers. Intelligent system approach for SMED has two main functions. First one is gathering data that the system asks some questions to the user to obtain the facts of the company and the second one is intelligent recommendations. According to ""the facts"" and ""inference engine"", the system manages the SMED application and can give some suggestions. The methodology has forward chaining mechanism and 90 rules. One of the original aspects of the system is starting the methodology with the vision of the firm and strategy. If the strategy is proper for the firm, the system may continue, if not, suggest another strategy such as outsourcing or investment in production technology. © 2019 Elsevier B.V., All rights reserved.","Changeover time reduction; Decision support systems; Intelligent systems; Reduction of setup time; SMED","","Conference paper","Scopus","2-s2.0-85066935940"
"Huang, J.; Liu, J.","Huang, Jindian (56119218300); Liu, Jianjun (55850202300)","56119218300; 55850202300","Hierarchical Production Planning and Real-Time Control for Parallel Batch Machines in a Flow Shop with Incompatible Jobs","2018","4","10.1155/2018/7268578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060180515&doi=10.1155%2F2018%2F7268578&partnerID=40&md5=8debdc71b79db171db84105e25f8a85b","Effective control of the heat-treatment operation is essential to reducing manufacturing cost in mould manufacturing. The heat-treatment shop floor is a flow shop with parallel batch processors and incompatible jobs. The jobs differ from each other in product types, sizes, release times, and due-dates. The scheduling objective is to minimize manufacturing cost, including energy cost, subcontracting cost, and jobs' tardiness penalties cost. A hierarchical production planning structure is proposed, which contains three decision-making levels: (1) balancing capacity and demand, (2) machining at the quenching stage, and (3) machining at the tempering stage. At the first level, the periodic rolling scheduling heuristic is proposed for the purpose of balancing the capacity and the demand in the coming period in the heat-treatment shop floor. At the second and third levels, two new look-ahead batching heuristics are proposed. An extensive computational experiment is conducted to verify the effectiveness of the proposed heuristics. © 2019 Elsevier B.V., All rights reserved.","","Balancing; Decision making; Floors; Heat treatment; Machine shop practice; Manufacture; Planning; Production control; Real time control; Scheduling; Computational experiment; Heat treatment shops; Look ahead batching; Manufacturing cost; Mould manufacturing; Parallel-batch machines; Production Planning; Tardiness penalties; Job shop scheduling","Article","Scopus","2-s2.0-85060180515"
"Ribeiro, L.; Hochwallner, M.","Ribeiro, Luís (35581770400); Hochwallner, Martin (54973696600)","35581770400; 54973696600","On the design complexity of cyberphysical production systems","2018","36","10.1155/2018/4632195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056281853&doi=10.1155%2F2018%2F4632195&partnerID=40&md5=913f4ea89d57ce513125943baee00a48","Establishing mass-customization practices, in a sustainable way, at a time of increased market uncertainty, is a pressing challenge for modern producing companies and one that traditional automation solutions cannot cope with. Industry 4.0 seeks to mitigate current practice's limitations. It promotes a vision of a fully interconnected ecosystem of systems, machines, products, and many different stakeholders. In this environment, dynamically interconnected autonomous systems support humans in multifaceted decision-making. Industrial Internet of Things and cyberphysical systems (CPSs) are just two of the emerging concepts that embody the design and behavioral principles of these highly complex technical systems. The research within multiagent systems in manufacturing, by embodying most of the defining principles of industrial CPSs (ICPSs), is often regarded as a precursor for many of today's emerging ICPS architectures. However, the domain has been fuzzy in specifying clear-cut design objectives and rules. Designs have been proposed with different positioning, creating confusion in concepts and supporting technologies. This paper contributes by providing clear definitions and interpretations of the main functional traits spread across the literature. A characterization of the defining functional requirements of ICPSs follows, in the form of a scale, rating systems according to the degree of implementation of the different functions. © 2019 Elsevier B.V., All rights reserved.","","Decision making; Embedded systems; Large scale systems; Multi agent systems; Sustainable development; Automation solutions; Autonomous systems; Complex technical systems; Cyber physical systems (CPSs); Functional requirement; Industrial internets; Mass customization; Supporting technology; Industrial research","Article","Scopus","2-s2.0-85056281853"
"Long, J.; Hong, Y.; Bai, Y.; Zhang, S.; Sun, Z.","Long, Jianyu (56102173800); Hong, Ying (57202798875); Bai, Yun (55461096500); Zhang, Shaohui (55602543100); Sun, Zhenzhong (7404239489)","56102173800; 57202798875; 55461096500; 55602543100; 7404239489","Practical production scheduling for hot metal pretreatment-steelmaking-continuous casting process involving preventive maintenance consideration","2018","12","10.1109/ACCESS.2018.2873422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054539672&doi=10.1109%2FACCESS.2018.2873422&partnerID=40&md5=198eb3bc8a1a379b5f963e28712a170c","Preventive maintenance is significant for health management of production system, while the maintenance plan is seldom simultaneously considered in the decision-making process of production scheduling. This paper studies a practical production scheduling problem for the hot metal pretreatment-steelmaking-continuous casting process involving preventive maintenance consideration (denoted as PSCCPM scheduling). A mathematical programming model is designed for the PSCCPM scheduling by considering constraints related to the maintenance plan and other production process requirements. An effective heuristic containing a machine allocation procedure and a conflict eliminate procedure is developed first to obtain a good feasible schedule of this model. Subsequently, by using the heuristic as a decoding algorithm, an adaptive genetic algorithm (AGA) featuring a novel adaptive evolutionary strategy is presented to obtain a suboptimal solution. Experimental results based on instances generated from a realistic steel plant show the effectiveness of the proposed AGA for solving PSCCPM scheduling problems. © 2018 Elsevier B.V., All rights reserved.","genetic algorithms; heuristic algorithms; preventive maintenance; Scheduling; steelmaking","Casting; Continuous casting; Decision making; Genetic algorithms; Heuristic algorithms; Job shop scheduling; Maintainability; Mathematical programming; Planning; Production control; Scheduling; Steel; Steelmaking; Adaptive genetic algorithms; Continuous casting process; Decision making process; Evolutionary strategies; Hot metal pretreatment; Mathematical programming models; Practical production; Production Scheduling; Preventive maintenance","Article","Scopus","2-s2.0-85054539672"
"Schuhmacher, J.; Hummel, V.","Schuhmacher, Jan (56797938100); Hummel, Vera (15724802900)","56797938100; 15724802900","Development of a descriptive model for intralogistics as a foundation for an autonomous control method for intralogistics systems","2018","12","10.1016/j.promfg.2018.04.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052881134&doi=10.1016%2Fj.promfg.2018.04.021&partnerID=40&md5=46449e52a783222b284401f9918c4fd4","Future intralogistics systems need to adapt flexibly to changing material flow requirements in line with future versatile factory environments, producing personalized products under the performance and cost conditions of today's mass production. Small batch sizes down to a batch size of ""1"" lead to a high complexity in the design and economical manufacturing of these customized products. Intralogistics system are integrated into higher-level areas (segment level) as well as into upstream and downstream performance units (system-wide areas). This includes the logistic activities relevant for the system (organized according to storage, picking, transport) such as transportation or storage tasks of tools, semi-finished products, components, assemblies and containers, and waste. Today's centralized material flow control systems, which work based on predefined processes, are not capable and more specifically not suitable to deal with the arising complexity of changeable intralogistics systems. Autonomous, decentralized material flow control systems distribute the required decision-making and control processes on intelligent logistic entities. A major step for the development of an autonomous control method for hybrid intralogistics systems (manual, semi-automated and automated) is the development of a generic archetype for intralogistics systems regarding the system boundaries, elements and relations resulting in a descriptive model taking into account amongst others the time of demand, availability of resources, economic efficiency and technical performance parameters. The ESB Logistics Learning Factory at ESB Business School (Reutlingen University) serves for this as a close-to-reality development and validation environment. © 2018 Elsevier B.V., All rights reserved.","Autonomous control; Decentralized control; Descriptive Model; Intralogistics","","Conference paper","Scopus","2-s2.0-85052881134"
"Suginouchi, S.; Kaihara, T.; Fujii, N.; Kokuryo, D.","Suginouchi, Shota (57189301911); Kaihara, Toshiya (6603821452); Fujii, Nobutada (7401762605); Kokuryo, Daisuke (12795932000)","57189301911; 6603821452; 7401762605; 12795932000","A methodology on parts specification management with customer demands for Mass Customization","2018","2","10.1016/j.procir.2018.03.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049567292&doi=10.1016%2Fj.procir.2018.03.016&partnerID=40&md5=62464e7cd0d34c9f9a86a9a59fa203d8","This paper proposes a decision making method to prepare parts variation satisfying customers' demands by estimating their needs and establishing a production schedule with small tardiness. Proposed method consists of two parts which are scheduling part and parts variation management part. A schedule is established by Combinatorial Auction imitating negotiation among customers. Pheromone is used to cooperate among the customers. In the parts variation management, a manufacturer uses the pheromone distribution to obtain customers' demands. Effectiveness of the proposed method is conformed by computational experiments. © 2018 Elsevier B.V., All rights reserved.","Combinatorial Auction; Mass Customization; Value Co-creation","Computer aided manufacturing; Decision making; Manufacture; Production control; Scheduling; Combinatorial auction; Computational experiment; Customer demands; Decision-making method; Mass customization; Production schedule; Value co creations; Variation management; Sales","Conference paper","Scopus","2-s2.0-85049567292"
"Ortiz-Barrios, M.; Neira-Rodado, D.; Jiménez-Delgado, G.; Hernández-Palma, H.","Ortiz-Barrios, Miguel Angel (57189732547); Neira-Rodado, Dionicio (57194696686); Jiménez-Delgado, Genett (57193028896); Hernández-Palma, Hugo Gaspar (57194016904)","57189732547; 57194696686; 57193028896; 57194016904","Using fahp-vikor for operation selection in the flexible job-shop scheduling problem: A case study in textile industry","2018","12","10.1007/978-3-319-93818-9_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049096537&doi=10.1007%2F978-3-319-93818-9_18&partnerID=40&md5=d77a8c0edcf91d985bb2123ffbfc0df3","Scheduling of Flexible Job Shop Systems is a combinatorial problem which has been addressed by several heuristics and meta-heuristics. Nevertheless, the operation selection rules of both methods are limited to an ordered variant wherein priority-dispatching rules are not simultaneously deemed in the reported literature. Therefore, this paper presents the application of dispatching algorithm with operation selection based on Fuzzy Analytic Hierarchy Process (FAHP) and VIKOR methods while considering setup times and transfer batches. Dispatching, FAHP, and VIKOR algorithms are first defined. Second, a multi-criteria decision-making model is designed for operation prioritization. Then, FAHP is applied to calculate the criteria weights and overcome the uncertainty of human judgments. Afterwards, VIKOR is used to select the operation with the highest priority. A case study in the textile industry is shown to validate this approach. The results evidenced, compared to the company solution, a reduction of 61.05% in average delay. © 2018 Elsevier B.V., All rights reserved.","Dispatching algorithm; Flexible job shop problem; Fuzzy Analytic Hierarchy Process (FAHP); Scheduling; VIKOR","Analytic hierarchy process; Decision making; Optimization; Scheduling; Swarm intelligence; Textile industry; Textiles; Combinatorial problem; Dispatching algorithm; Flexible job-shop problem; Flexible job-shop scheduling problem; Fuzzy analytic hierarchy process; Multi-criteria decision-making models; Priority dispatching rules; VIKOR; Job shop scheduling","Conference paper","Scopus","2-s2.0-85049096537"
